,CustomerID,CustomerName,Gender,Age,CustomerType,City,State,PostalCode,Region,Recency,RecencyCluster,Frequency,FrequencyCluster,Sales,SalesCluster,OverallScore,Profit,ValueSegment,ValueSegment
184,LO-17170,Lori Olson,Female,12,Consumer,La Quinta,California,92253,West,2,3,9,1,644.3499999999999,0,4,147.85999999999999,Mid-Value,0
185,BD-11635,Brian Derr,Male,18,Consumer,Bowling Green,Kentucky,42104,South,9,3,5,0,582.6459999999998,0,3,141.03999999999996,Mid-Value,0
186,TA-21385,Tom Ashbrook,Male,42,Corporate,New York City,New York,10024,East,69,3,10,1,14595.62,3,7,4703.0,High-Value,1
187,SB-20290,Sean Braxton,Male,21,Consumer,Springfield,Ohio,45503,East,47,3,17,2,8057.890999999999,2,7,-2086.85,High-Value,1
188,KA-16525,Kelly Andreada,Female,32,Home Office,Aurora,Illinois,60505,Central,36,3,11,1,1519.506,0,4,234.31,Mid-Value,0
189,CL-12700,Craig Leslie,Female,18,Consumer,Springfield,Missouri,65807,Central,105,3,8,1,2353.5860000000002,1,5,227.5,High-Value,0
190,HF-14995,Herbert Flentye,Male,21,Consumer,Memphis,Tennessee,38109,South,109,3,19,2,2533.1639999999998,1,6,-16.36999999999999,High-Value,2
191,RA-19285,Ralph Arnett,Male,13,Consumer,Peoria,Illinois,61604,Central,5,3,17,2,2617.906,1,6,543.29,High-Value,2
192,RA-19915,Russell Applegate,Male,23,Consumer,Chicago,Illinois,60653,Central,12,3,22,3,4793.543000000001,2,8,298.73000000000013,High-Value,2
193,BE-11410,Bobby Elias,Male,15,Consumer,Lancaster,Ohio,43130,East,98,3,5,0,2261.438,1,4,755.1099999999999,Mid-Value,0
194,SK-19990,Sally Knutson,Female,21,Consumer,Toledo,Ohio,43615,East,8,3,5,0,883.4090000000001,0,3,167.69,Mid-Value,0
195,EB-13750,Edward Becker,Male,38,Corporate,Hoover,Alabama,35244,South,35,3,20,2,3236.3140000000003,1,6,-83.19000000000001,High-Value,2
196,Dp-13240,Dean percer,Male,22,Consumer,Murray,Utah,84107,West,106,3,29,3,7198.761,2,8,327.96999999999997,High-Value,1
197,BT-11680,Brian Thompson,Male,18,Consumer,Fort Lauderdale,Florida,33311,South,40,3,20,2,3196.7520000000004,1,6,446.37,High-Value,2
198,TC-21295,Toby Carlisle,Male,25,Consumer,New York City,New York,10035,East,46,3,16,2,4266.812,1,6,604.2700000000001,High-Value,2
199,CD-12790,Cynthia Delaney,Female,43,Corporate,Los Angeles,California,90036,West,399,2,15,2,1860.732,0,4,403.45,Mid-Value,0
200,JS-15595,Jill Stevenson,Male,35,Corporate,Miami,Florida,33180,South,324,2,8,1,1417.654,0,3,-178.05999999999997,Mid-Value,0
201,GA-14725,Guy Armstrong,Male,15,Consumer,Salem,Oregon,97301,West,5,3,22,3,1398.3820000000003,0,6,132.75,High-Value,0
202,DM-13015,Darrin Martin,Male,14,Consumer,Encinitas,California,92024,West,68,3,20,2,6345.103,2,7,1672.81,High-Value,2
203,MJ-17740,Max Jones,Male,41,Home Office,Lancaster,Ohio,43130,East,57,3,15,2,6320.746000000001,2,7,1051.34,High-Value,2
204,XP-21865,Xylona Preis,Female,24,Consumer,Everett,Massachusetts,2149,East,43,3,28,3,2374.658,1,7,619.9300000000001,High-Value,0
205,DJ-13510,Don Jones,Male,36,Corporate,San Diego,California,92037,West,19,3,13,2,2501.688,1,6,344.36,High-Value,2
206,SE-20110,Sanjit Engle,Male,12,Consumer,Dallas,Texas,75220,Central,9,3,19,2,12209.438000000004,3,8,2648.5699999999997,High-Value,1
207,JM-16195,Justin MacKendrick,Male,18,Consumer,Watertown,New York,13601,East,22,3,19,2,2833.9259999999995,1,6,752.9200000000002,High-Value,2
208,LH-17020,Lisa Hazard,Female,24,Consumer,San Francisco,California,94122,West,239,2,6,1,318.23900000000003,0,3,-245.55,Mid-Value,0
209,MG-17875,Michael Grace,Male,41,Home Office,New York City,New York,10011,East,235,2,7,1,1242.833,0,3,-472.46999999999997,Mid-Value,0
210,CR-12730,Craig Reiter,Female,49,Corporate,New York City,New York,10009,East,78,3,6,1,1600.5499999999997,0,4,305.32,Mid-Value,0
211,JG-15160,James Galang,Male,35,Home Office,Murray,Kentucky,42071,South,1,3,18,2,6366.392,2,7,1413.66,High-Value,2
212,TC-21475,Tony Chapman,Male,36,Corporate,Columbus,Georgia,31907,South,153,3,11,1,1244.976,0,4,116.2,Mid-Value,0
213,JD-16150,Justin Deggeller,Male,16,Consumer,Newark,Delaware,19711,East,41,3,17,2,8828.0305,2,7,1618.6,High-Value,1
214,LR-16915,Lena Radford,Female,35,Home Office,Los Angeles,California,90045,West,262,2,16,2,5142.892000000001,2,6,532.69,High-Value,2
215,KB-16405,Katrina Bavinger,Female,23,Consumer,Apple Valley,California,92307,West,265,2,9,1,908.8209999999999,0,3,273.88,Mid-Value,0
216,JE-15610,Jim Epp,Male,36,Corporate,Lakeland,Florida,33801,South,19,3,20,2,7754.976,2,7,1620.21,High-Value,1
217,JP-15460,Jennifer Patt,Female,12,Consumer,Oceanside,New York,11572,East,37,3,15,2,1669.1349999999998,0,5,427.64,High-Value,0
218,JL-15850,John Lucas,Male,44,Home Office,New York City,New York,10035,East,614,1,11,1,2725.256,1,3,777.3000000000001,Mid-Value,2
219,RD-19810,Ross DeVincentis,Female,20,Consumer,New York City,New York,10035,East,14,3,16,2,1137.6159999999998,0,5,315.45000000000005,High-Value,0
220,NF-18385,Natalie Fritzler,Female,54,Corporate,Newark,Ohio,43055,East,20,3,14,2,8322.826000000001,2,7,-1699.4599999999998,High-Value,1
221,DB-13210,Dean Braden,Male,15,Consumer,Jacksonville,North Carolina,28540,South,9,3,21,3,2332.577,1,7,166.05,High-Value,0
222,KW-16435,Katrina Willman,Female,17,Consumer,Lansing,Michigan,48911,Central,96,3,10,1,4416.52,1,5,1755.04,High-Value,2
223,TC-20980,Tamara Chand,Female,13,Consumer,Houston,Texas,77041,Central,399,2,12,1,19052.217999999997,3,6,8979.92,High-Value,1
224,JL-15130,Jack Lebron,Male,18,Consumer,Houston,Texas,77036,Central,8,3,12,1,1214.956,0,4,-210.99,Mid-Value,0
225,CK-12760,Cyma Kinney,Female,19,Consumer,Arlington,Virginia,22204,South,111,3,14,2,1582.1090000000002,0,5,-340.53999999999996,High-Value,0
226,BG-11740,Bruce Geld,Male,21,Consumer,Philadelphia,Pennsylvania,19120,East,257,2,7,1,1006.3560000000001,0,3,118.35000000000001,Mid-Value,0
227,CM-11815,Candace McMahon,Female,20,Consumer,Pasadena,Texas,77506,Central,88,3,10,1,1673.8880000000001,0,4,213.25,Mid-Value,0
228,TS-21205,Thomas Seio,Male,22,Consumer,San Francisco,California,94109,West,198,2,19,2,5371.09,2,6,859.8999999999999,High-Value,2
229,RD-19585,Rob Dowd,Male,50,Corporate,Temecula,California,92592,West,298,2,19,2,2912.8940000000002,1,5,733.9199999999997,High-Value,2
230,KH-16510,Keith Herrera,Female,15,Consumer,Dallas,Texas,75081,Central,63,3,23,3,5952.859000000001,2,8,653.6199999999999,High-Value,2
231,CM-12655,Corinna Mitchell,Female,49,Corporate,New York City,New York,10035,East,293,2,10,1,6339.5576,2,5,1571.72,High-Value,2
232,PR-18880,Patrick Ryan,Male,18,Consumer,Oakland,California,94601,West,36,3,12,1,1840.1779999999999,0,4,246.20999999999998,Mid-Value,0
233,AH-10195,Alan Haines,Male,22,Consumer,Chicago,Illinois,60623,Central,128,3,8,1,1587.452,0,4,-381.34,Mid-Value,0
234,LC-17050,Liz Carlisle,Female,27,Home Office,Mission Viejo,California,92691,West,112,3,9,1,2095.064,1,5,84.31999999999998,High-Value,0
235,CS-12490,Cindy Schnelling,Female,28,Home Office,Conroe,Texas,77301,Central,387,2,9,1,1077.2285,0,3,-305.11000000000007,Mid-Value,0
236,SP-20620,Stefania Perrino,Female,14,Consumer,Tampa,Florida,33614,South,47,3,24,3,5440.3189999999995,2,8,-276.43000000000006,High-Value,2
237,EH-14185,Evan Henry,Female,18,Consumer,Pasadena,Texas,77506,Central,105,3,8,1,923.884,0,4,239.83000000000004,Mid-Value,0
238,LA-16780,Laura Armstrong,Female,16,Consumer,Tinley Park,Illinois,60477,Central,154,3,26,3,8673.222000000002,2,8,2056.13,High-Value,1
239,NM-18520,Neoma Murray,Female,24,Consumer,Chicago,Illinois,60610,Central,244,2,15,2,2161.9790000000003,1,5,785.0500000000002,High-Value,0
240,AH-10690,Anna Häberlin,Female,13,Consumer,New York City,New York,10024,East,410,2,23,3,7888.2940000000035,2,7,1293.0,High-Value,1
241,PJ-19015,Pauline Johnson,Male,21,Consumer,Mobile,Alabama,36608,South,134,3,10,1,1824.2340000000002,0,4,682.2099999999999,Mid-Value,0
242,CC-12610,Corey Catlett,Female,49,Corporate,Springfield,Virginia,22153,South,34,3,12,1,2540.6310000000003,1,5,328.15000000000003,High-Value,2
243,GT-14755,Guy Thornton,Male,21,Consumer,Los Angeles,California,90049,West,34,3,7,1,226.436,0,4,-7.540000000000002,Mid-Value,0
244,SC-20770,Stewart Carmichael,Male,51,Corporate,San Antonio,Texas,78207,Central,41,3,21,3,4492.656999999999,1,7,-677.5999999999999,High-Value,2
245,RS-19765,Roland Schwarz,Male,60,Corporate,Los Angeles,California,90045,West,36,3,14,2,4159.7699999999995,1,6,1204.79,High-Value,2
246,JG-15310,Jason Gross,Male,19,Consumer,Odessa,Texas,79762,Central,2,3,11,1,2240.58,1,5,1.0200000000000031,High-Value,0
247,BT-11395,Bill Tyler,Male,16,Consumer,Altoona,Pennsylvania,16602,East,302,2,10,1,2186.6130000000003,1,4,256.40000000000003,Mid-Value,0
248,TS-21370,Todd Sumrall,Male,24,Consumer,Los Angeles,California,90049,West,36,3,15,2,11891.751,3,8,2369.98,High-Value,1
249,JG-15805,John Grady,Male,24,Consumer,Decatur,Illinois,62521,Central,223,2,9,1,1507.018,0,3,205.5,Mid-Value,0
250,AB-10105,Adrian Barton,Male,37,Corporate,Pearland,Texas,77581,Central,41,3,20,2,14473.570999999996,3,8,5440.009999999999,High-Value,1
251,JS-15880,John Stevenson,Male,39,Home Office,Harlingen,Texas,78550,Central,393,2,9,1,3868.02,1,4,563.6500000000001,Mid-Value,2
252,ED-13885,Emily Ducich,Female,18,Consumer,Los Angeles,California,90045,West,135,3,14,2,3484.92,1,6,667.4499999999999,High-Value,2
253,EH-14125,Eugene Hildebrand,Female,21,Consumer,Colorado Springs,Colorado,80906,West,152,3,18,2,3082.653,1,6,92.57,High-Value,2
254,EB-13930,Eric Barreto,Male,25,Consumer,Richmond,Virginia,23223,South,161,3,7,1,944.6000000000001,0,4,-0.5899999999999892,Mid-Value,0
255,CC-12475,Cindy Chapman,Female,21,Consumer,Philadelphia,Pennsylvania,19143,East,39,3,13,2,1659.438,0,5,152.74999999999997,High-Value,0
256,JO-15145,Jack O'Briant,Male,60,Corporate,San Francisco,California,94110,West,64,3,13,2,3254.949,1,6,580.46,High-Value,2
257,SF-20965,Sylvia Foulston,Female,12,Consumer,Bedford,Texas,76021,Central,19,3,17,2,3336.5350000000008,1,6,535.34,High-Value,2
258,KE-16420,Katrina Edelman,Female,12,Consumer,New York City,New York,10035,East,47,3,15,2,1686.7312000000002,0,5,394.66999999999996,High-Value,0
259,CS-11845,Cari Sayre,Female,25,Consumer,Seattle,Washington,98105,West,58,3,8,1,1278.9540000000002,0,4,183.17,Mid-Value,0
260,DL-13330,Denise Leinenbach,Female,15,Consumer,Concord,North Carolina,28027,South,294,2,8,1,585.0200000000001,0,3,222.29,Mid-Value,0
261,TP-21415,Tom Prescott,Male,21,Consumer,Dallas,Texas,75081,Central,104,3,10,1,5329.004800000001,2,6,-1092.0,High-Value,2
262,SC-20680,Steve Carroll,Male,42,Corporate,Broken Arrow,Oklahoma,74012,Central,126,3,8,1,1254.64,0,4,370.16999999999996,Mid-Value,0
263,JM-15865,John Murray,Male,31,Home Office,Akron,Ohio,44312,East,21,3,13,2,7625.076000000002,2,7,1572.21,High-Value,1
264,GZ-14470,Gary Zandusky,Male,16,Consumer,Arlington,Virginia,22204,South,7,3,14,2,4355.15,1,6,1086.65,High-Value,2
265,TP-21565,Tracy Poddar,Female,41,Home Office,Aurora,Colorado,80013,West,350,2,10,1,1936.6399999999996,1,4,136.82,Mid-Value,0
266,HJ-14875,Heather Jas,Male,17,Consumer,Mesa,Arizona,85204,West,126,3,6,1,358.09999999999997,0,4,98.07000000000001,Mid-Value,0
267,EK-13795,Eileen Kiefer,Female,15,Consumer,Santa Ana,California,92704,West,44,3,4,0,1303.4779999999998,0,3,96.75000000000001,Mid-Value,0
268,AG-10300,Aleksandra Gannaway,Female,24,Consumer,Franklin,Massachusetts,2038,East,296,2,5,0,367.548,0,2,58.89999999999999,Low-Value,0
269,CM-12160,Charles McCrossin,Male,25,Consumer,Baltimore,Maryland,21215,East,70,3,7,1,2533.314,1,5,-396.07,High-Value,2
270,NC-18535,Nick Crebassa,Female,37,Corporate,San Francisco,California,94110,West,6,3,15,2,8241.738999999998,2,7,1312.7199999999998,High-Value,1
271,SJ-20215,Sarah Jordon,Female,22,Consumer,Quincy,Illinois,62301,Central,136,3,10,1,1341.036,0,4,-27.22,Mid-Value,0
272,VG-21805,Vivek Grady,Female,24,Consumer,Richmond,Indiana,47374,Central,286,2,6,1,427.37199999999996,0,3,-52.93000000000001,Mid-Value,0
273,MA-17560,Matt Abelman,Male,24,Consumer,Philadelphia,Pennsylvania,19143,East,64,3,34,3,4299.161,1,7,1237.03,High-Value,2
274,MZ-17335,Maria Zettner,Female,21,Consumer,Seattle,Washington,98105,West,30,3,6,1,593.6060000000001,0,4,84.61999999999999,Mid-Value,0
275,ME-17320,Maria Etezadi,Female,42,Home Office,Springfield,Virginia,22153,South,24,3,22,3,10663.728,3,9,1856.5499999999997,High-Value,1
276,TB-21355,Todd Boyes,Male,22,Consumer,Plainfield,New Jersey,7060,East,205,2,13,2,834.328,0,4,268.16,Mid-Value,0
277,CP-12340,Christine Phan,Female,30,Home Office,Warwick,Rhode Island,2886,East,160,3,15,2,5888.275,2,7,-1853.51,High-Value,2
278,CD-11920,Carlos Daly,Male,22,Consumer,New York City,New York,10035,East,40,3,9,1,2033.9680000000003,1,5,426.25,High-Value,0
279,CL-12565,Clay Ludtke,Female,20,Consumer,New York City,New York,10009,East,284,2,28,3,10880.545999999998,3,8,1930.58,High-Value,1
280,TB-21280,Toby Braunhardt,Male,22,Consumer,New York City,New York,10024,East,583,1,11,1,2198.45,1,3,489.8699999999999,Mid-Value,0
281,AA-10645,Anna Andreadi,Female,24,Consumer,San Francisco,California,94109,West,233,2,18,2,5086.9349999999995,2,6,856.6500000000001,High-Value,2
282,AP-10915,Arthur Prichep,Male,36,Home Office,Los Angeles,California,90045,West,98,3,31,3,3323.556,1,7,576.4099999999999,High-Value,2
283,CT-11995,Carol Triggs,Female,13,Consumer,Tucson,Arizona,85705,West,96,3,18,2,3241.898,1,6,158.32,High-Value,2
284,AG-10900,Arthur Gainer,Male,12,Consumer,Waterbury,Connecticut,6708,East,96,3,21,3,4510.7970000000005,1,7,340.16999999999996,High-Value,2
285,WB-21850,William Brown,Male,48,Corporate,Los Angeles,California,90049,West,49,3,37,3,6160.101999999999,2,8,706.7399999999999,High-Value,2
286,DJ-13420,Denny Joy,Male,21,Consumer,San Francisco,California,94109,West,695,1,5,0,2012.5200000000002,1,2,483.03000000000003,Low-Value,0
287,BV-11245,Benjamin Venier,Male,12,Consumer,Seattle,Washington,98103,West,334,2,14,2,1523.273,0,4,313.93,Mid-Value,0
288,DL-13495,Dionis Lloyd,Female,53,Corporate,Spokane,Washington,99207,West,76,3,12,1,3539.3220000000006,1,5,-53.39000000000001,High-Value,2
289,PG-18820,Patrick Gardner,Male,20,Consumer,San Francisco,California,94110,West,36,3,26,3,3086.907,1,7,133.07999999999993,High-Value,2
290,MH-18025,Michelle Huthwaite,Female,17,Consumer,Buffalo,New York,14215,East,49,3,10,1,2984.948,1,5,475.6000000000001,High-Value,2
291,RE-19450,Richard Eichhorn,Male,45,Home Office,Eau Claire,Wisconsin,54703,Central,302,2,9,1,876.696,0,3,208.02,Mid-Value,0
292,TB-21625,Trudy Brown,Male,24,Consumer,Los Angeles,California,90004,West,30,3,15,2,2797.668,1,6,377.7799999999999,High-Value,2
293,FH-14350,Fred Harton,Male,21,Consumer,Dublin,Ohio,43017,East,320,2,14,2,2271.284,1,5,704.7800000000002,High-Value,0
294,MZ-17515,Mary Zewe,Female,13,Consumer,Los Angeles,California,90008,West,282,2,10,1,2564.9059999999995,1,4,784.9499999999998,Mid-Value,2
295,PW-19240,Pierre Wener,Male,24,Consumer,Pensacola,Florida,32503,South,464,2,12,1,3922.4149999999995,1,4,1288.29,Mid-Value,2
296,AC-10660,Anna Chung,Female,32,Home Office,Parma,Ohio,44134,East,282,2,6,1,657.3159999999999,0,3,-29.8,Mid-Value,0
297,AR-10345,Alex Russell,Male,13,Consumer,Lawrence,Massachusetts,1841,East,82,3,5,0,1055.694,0,3,-222.35,Mid-Value,0
298,JH-15985,Joseph Holt,Male,15,Consumer,Redondo Beach,California,90278,West,352,2,14,2,7954.9980000000005,2,6,-645.9100000000001,High-Value,1
299,AB-10015,Aaron Bergman,Male,21,Consumer,Seattle,Washington,98103,West,445,2,6,1,886.156,0,3,128.94,Mid-Value,0
300,AH-10210,Alan Hwang,Male,22,Consumer,New York City,New York,10024,East,6,3,13,2,4805.343999999999,2,7,1307.3599999999997,High-Value,2
301,SS-20410,Shahid Shariari,Male,16,Consumer,Los Angeles,California,90008,West,51,3,12,1,3056.807,1,5,-1014.0699999999999,High-Value,2
302,CA-12265,Christina Anderson,Female,52,Corporate,Wilmington,Delaware,19805,East,20,3,17,2,2648.2871999999998,1,6,276.4,High-Value,2
303,HM-14860,Harry Marie,Male,12,Consumer,Loveland,Colorado,80538,West,2,3,20,2,8236.7648,2,7,2433.35,High-Value,1
304,AG-10675,Anna Gayman,Female,14,Consumer,Columbus,Georgia,31907,South,97,3,15,2,3489.0396,1,6,-248.82000000000002,High-Value,2
305,TM-21490,Tony Molinari,Male,26,Home Office,San Francisco,California,94110,West,130,3,4,0,1094.6779999999999,0,3,292.33,Mid-Value,0
306,TT-21265,Tim Taslimi,Male,17,Consumer,Indianapolis,Indiana,46203,Central,406,2,3,0,439.5,0,2,93.92,Low-Value,0
307,KM-16375,Katherine Murray,Female,19,Consumer,Arlington,Virginia,22204,South,263,2,20,2,5620.186,2,6,970.98,High-Value,2
308,TT-21220,Thomas Thornton,Male,43,Home Office,Virginia Beach,Virginia,23464,South,183,3,15,2,1427.0440000000003,0,5,275.55,High-Value,0
309,PA-19060,Pete Armstrong,Male,16,Consumer,Miami,Florida,33142,South,103,3,7,1,729.4079999999999,0,4,224.56,Mid-Value,0
310,DV-13045,Darrin Van Huff,Male,15,Consumer,San Diego,California,92037,West,48,3,9,1,1119.4830000000002,0,4,-428.72999999999996,Mid-Value,0
311,NC-18415,Nathan Cano,Male,45,Home Office,Houston,Texas,77095,Central,41,3,14,2,2218.99,1,6,-2208.5099999999998,High-Value,0
312,CY-12745,Craig Yedwab,Female,23,Consumer,Monroe,Louisiana,71203,South,60,3,11,1,2900.026,1,5,58.44,High-Value,2
313,NC-18625,Noah Childs,Male,56,Corporate,Dallas,Texas,75217,Central,115,3,9,1,1821.7420000000002,0,4,-361.2199999999999,Mid-Value,0
314,KH-16630,Ken Heidel,Male,25,Consumer,Akron,Ohio,44312,East,51,3,17,2,3918.966,1,6,725.58,High-Value,2
315,ML-18265,Muhammed Lee,Male,21,Consumer,Seattle,Washington,98103,West,100,3,3,0,162.232,0,3,42.47,Mid-Value,0
316,JE-15715,Joe Elijah,Male,21,Consumer,Houston,Texas,77041,Central,46,3,22,3,8697.842999999999,2,8,1255.18,High-Value,1
317,DM-13525,Don Miller,Male,19,Consumer,Palm Coast,Florida,32137,South,600,1,10,1,1376.792,0,2,198.07999999999998,Low-Value,0
318,TS-21340,Toby Swindell,Male,17,Consumer,Scottsdale,Arizona,85254,West,226,2,12,1,974.7820000000002,0,3,-188.40000000000003,Mid-Value,0
319,KF-16285,Karen Ferguson,Female,49,Corporate,San Diego,California,92105,West,51,3,18,2,10604.266,3,8,1659.5200000000004,High-Value,1
320,CG-12520,Claire Gute,Female,17,Consumer,Houston,Texas,77070,Central,338,2,5,0,1148.78,0,2,168.93,Low-Value,0
321,EN-13780,Edward Nazzal,Male,34,Home Office,New York City,New York,10009,East,287,2,9,1,2199.3659999999995,1,4,495.71000000000004,Mid-Value,0
322,CK-12205,Chloris Kastensmidt,Male,23,Consumer,Santa Clara,California,95051,West,25,3,32,3,3154.8549999999996,1,7,133.75,High-Value,2
323,SJ-20125,Sanjit Jacobs,Male,25,Consumer,Long Beach,California,90805,West,52,3,24,3,3949.6559999999995,1,7,138.53000000000003,High-Value,2
324,AB-10255,Alejandro Ballentine,Male,14,Consumer,New York City,New York,10009,East,166,3,14,2,914.5319999999999,0,5,263.17,High-Value,0
325,SG-20470,Sheri Gordon,Female,25,Consumer,San Francisco,California,94109,West,183,3,14,2,1884.7980000000002,0,5,-121.11000000000006,High-Value,0
326,MB-17305,Maria Bertelson,Female,25,Consumer,Cincinnati,Ohio,45231,East,19,3,19,2,1548.7020000000002,0,5,209.13,High-Value,0
327,SU-20665,Stephanie Ulpright,Female,44,Home Office,Ann Arbor,Michigan,48104,Central,79,3,18,2,2595.3639999999996,1,6,761.0799999999999,High-Value,2
328,AT-10435,Alyssa Tate,Female,15,Consumer,Meriden,Connecticut,6450,East,109,3,9,1,1171.8139999999999,0,4,99.07,Mid-Value,0
329,AH-10120,Adrian Hane,Male,18,Consumer,Salem,Oregon,97301,West,60,3,16,2,1735.5140000000001,0,5,-6.10000000000001,High-Value,0
330,CA-12055,Cathy Armstrong,Female,17,Consumer,Cleveland,Ohio,44105,East,401,2,10,1,1679.7240000000004,0,3,208.26,Mid-Value,0
331,KB-16585,Ken Black,Male,20,Consumer,Springfield,Oregon,97477,West,27,3,23,3,2744.742,1,7,576.86,High-Value,2
332,DR-12880,Dan Reichenbach,Male,53,Corporate,New York City,New York,10011,East,3,3,24,3,6528.034,2,8,1638.65,High-Value,2
333,DH-13075,Dave Hallsten,Male,17,Consumer,Fairfield,California,94533,West,277,2,23,3,4932.871999999999,2,7,1191.94,High-Value,2
334,BH-11710,Brosina Hoffman,Male,15,Consumer,Hialeah,Florida,33012,South,171,3,24,3,6255.351,2,8,798.4000000000001,High-Value,2
335,RD-19900,Ruben Dartt,Male,22,Consumer,Thousand Oaks,California,91360,West,174,3,21,3,3133.923999999999,1,7,454.33,High-Value,2
336,SR-20740,Steven Roelle,Male,18,Consumer,New York City,New York,10024,East,196,2,12,1,4345.886,1,4,1990.03,Mid-Value,2
337,AH-10030,Aaron Hawkins,Male,24,Consumer,San Francisco,California,94109,West,12,3,11,1,1744.7,0,4,364.21999999999997,Mid-Value,0
338,AO-10810,Anthony O'Donnell,Male,25,Home Office,Los Angeles,California,90045,West,501,1,1,0,161.28,0,1,11.9,Low-Value,0
339,DB-13270,Deborah Brumfield,Female,39,Corporate,Portland,Oregon,97206,West,172,3,13,2,4655.896999999999,1,6,839.14,High-Value,2
340,MH-17785,Maya Herman,Female,18,Consumer,New York City,New York,10035,East,98,3,11,1,2203.7780000000002,1,5,237.76000000000002,High-Value,0
341,MG-17650,Matthew Grinstein,Male,14,Consumer,Marion,Ohio,43302,East,20,3,14,2,3785.2760000000003,1,6,340.11,High-Value,2
342,MC-17575,Matt Collins,Male,18,Consumer,Chicago,Illinois,60623,Central,175,3,11,1,1303.893,0,4,207.54,Mid-Value,0
343,MK-17905,Michael Kennedy,Male,46,Corporate,Rockford,Illinois,61107,Central,139,3,17,2,2302.368,1,6,-410.43999999999994,High-Value,0
344,DB-13660,Duane Benoit,Female,26,Home Office,Lancaster,Ohio,43130,East,12,3,10,1,1155.2020000000002,0,4,176.06,Mid-Value,0
345,EM-14140,Eugene Moren,Female,36,Home Office,Newark,Delaware,19711,East,19,3,21,3,4588.435999999999,1,7,1317.97,High-Value,2
346,DS-13030,Darrin Sayre,Male,17,Consumer,New York City,New York,10009,East,93,3,19,2,1762.213,0,5,190.69,High-Value,0
347,AW-10930,Arthur Wiediger,Male,23,Consumer,Philadelphia,Pennsylvania,19143,East,46,3,16,2,2852.968,1,6,-109.44,High-Value,2
348,TB-21250,Tim Brockman,Male,21,Consumer,Austin,Texas,78745,Central,349,2,19,2,1602.3759999999995,0,4,255.89999999999995,Mid-Value,0
349,RD-19660,Robert Dilbeck,Male,59,Corporate,Oakland,California,94601,West,174,3,5,0,2786.6319999999996,1,4,835.37,Mid-Value,2
350,EC-14050,Erin Creighton,Female,25,Consumer,San Francisco,California,94110,West,152,3,7,1,461.914,0,4,95.74000000000001,Mid-Value,0
351,AJ-10780,Anthony Jacobs,Male,22,Consumer,Baltimore,Maryland,21215,East,75,3,15,2,4867.344,2,7,149.42000000000013,High-Value,2
352,BS-11590,Brendan Sweed,Female,20,Consumer,Philadelphia,Pennsylvania,19140,East,35,3,10,1,2454.928,1,5,378.78,High-Value,2
353,RA-19945,Ryan Akin,Male,45,Home Office,Commerce City,Colorado,80022,West,61,3,9,1,1686.9225000000001,0,4,-448.54,Mid-Value,0
354,AG-10495,Andrew Gjertsen,Male,14,Consumer,Los Angeles,California,90049,West,78,3,21,3,2356.8549999999996,1,7,291.38000000000005,High-Value,0
355,MV-18190,Mike Vittorini,Male,26,Home Office,Los Angeles,California,90045,West,48,3,11,1,1734.574,0,4,272.89,Mid-Value,0
356,VP-21760,Victoria Pisteka,Female,24,Consumer,San Francisco,California,94109,West,75,3,14,2,3360.5259999999994,1,6,-1021.16,High-Value,2
357,BF-11020,Barry Französisch,Male,16,Consumer,Arlington,Texas,76017,Central,74,3,21,3,2888.5060000000003,1,7,296.61000000000007,High-Value,2
358,SF-20065,Sandra Flanagan,Female,22,Consumer,Goldsboro,North Carolina,27534,South,167,3,9,1,763.546,0,4,227.27,Mid-Value,0
359,IM-15055,Ionia McGrath,Female,12,Consumer,Roseville,California,95661,West,409,2,4,0,2872.63,1,3,975.38,Mid-Value,2
360,CS-12355,Christine Sundaresam,Female,13,Consumer,Fairfield,Connecticut,6824,East,6,3,22,3,3202.162,1,7,830.14,High-Value,2
361,PS-18760,Pamela Stobb,Female,19,Consumer,Philadelphia,Pennsylvania,19140,East,107,3,21,3,2181.479,1,7,-139.14,High-Value,0
362,MP-18175,Mike Pelletier,Male,12,Consumer,Troy,Ohio,45373,East,16,3,19,2,5087.919999999999,2,7,223.52999999999977,High-Value,2
363,BT-11440,Bobby Trafton,Male,19,Consumer,Frankfort,Illinois,60423,Central,560,1,7,1,603.8760000000001,0,2,-78.61999999999999,Low-Value,0
364,SG-20080,Sandra Glassco,Female,22,Consumer,Seattle,Washington,98105,West,8,3,11,1,3406.581,1,5,569.7,High-Value,2
365,HM-14980,Henry MacAllister,Female,12,Consumer,Los Angeles,California,90008,West,56,3,7,1,736.276,0,4,116.07,Mid-Value,0
366,BP-11095,Bart Pistole,Male,13,Consumer,New York City,New York,10024,East,17,3,20,2,2442.0439999999994,1,6,430.67,High-Value,2
367,KC-16675,Kimberly Carter,Female,26,Home Office,Louisville,Kentucky,40214,South,218,2,7,1,1146.05,0,3,156.17000000000004,Mid-Value,0
368,LW-16990,Lindsay Williams,Female,40,Corporate,Henderson,Nevada,89015,West,33,3,11,1,3230.3080000000004,1,5,661.63,High-Value,2
369,JM-15250,Janet Martin,Female,50,Corporate,Baltimore,Maryland,21215,East,37,3,19,2,3159.122000000001,1,6,14.310000000000052,High-Value,2
370,LC-16870,Lena Cacioppo,Female,21,Consumer,San Francisco,California,94109,West,98,3,30,3,2580.7039999999993,1,7,-195.4699999999999,High-Value,2
